ds,upper bound,forecast,lower bound
2018-02-12,$4483.69,$1652.54,$-1039.03
2018-02-11,$4928.78,$2093.01,$-680.64
2018-02-10,$4808.95,$2280.07,$-720.31
2018-02-09,$5254.5,$2474.47,$-443.7
2018-02-08,$4843.21,$1982.39,$-470.8
2018-02-07,$4626.97,$1749.52,$-1052.45
2018-02-06,$4343.17,$1639.59,$-1184.33
2018-02-05,$4357.49,$1524.92,$-1297.83
2018-02-04,$4800.44,$1929.57,$-915.05
2018-02-03,$4778.32,$2100.02,$-560.8
2018-02-02,$5084.92,$2276.83,$-393.46
2018-02-01,$4468.35,$1831.72,$-1009.85
2018-01-31,$4292.95,$1623.47,$-1095.93
2018-01-30,$4359.66,$1528.09,$-1208.52
2018-01-29,$4424.59,$1427.54,$-1515.56
2018-01-28,$4557.71,$1814.55,$-1019.04
2018-01-27,$4709.49,$1983.97,$-920.84
2018-01-26,$4786.0,$2161.16,$-688.83
2018-01-25,$4458.23,$1737.98,$-1153.51
2018-01-24,$4150.52,$1539.78,$-1316.94
2018-01-23,$4323.73,$1448.73,$-1450.4
2018-01-22,$3855.29,$1352.85,$-1347.72
2018-01-21,$4659.19,$1718.89,$-951.61
2018-01-20,$4474.6,$1878.59,$-939.82
2018-01-19,$4769.95,$2045.5,$-890.71
2018-01-18,$4395.57,$1644.24,$-1178.06
2018-01-17,$4247.81,$1456.09,$-1264.49
2018-01-16,$4312.55,$1369.37,$-1601.41
2018-01-15,$4100.66,$1278.16,$-1547.34
2018-01-14,$4383.5,$1631.0,$-1042.52
2018-01-13,$4580.73,$1790.31,$-1163.53
2018-01-12,$4686.26,$1957.99,$-1068.71
2018-01-11,$4170.89,$1580.93,$-1320.03
2018-01-10,$4151.11,$1406.35,$-1567.41
2018-01-09,$4056.55,$1328.65,$-1414.63
2018-01-08,$4123.0,$1245.9,$-1474.6
2018-01-07,$4299.93,$1589.68,$-1179.25
2018-01-06,$4452.38,$1744.79,$-918.82
2018-01-05,$4904.05,$1908.02,$-647.07
2018-01-04,$4240.47,$1540.44,$-1676.48
2018-01-03,$3926.98,$1370.2,$-1343.49
2018-01-02,$4064.94,$1294.37,$-1470.41
2018-01-01,$4238.59,$1213.63,$-1712.03
2017-12-31,$4295.07,$1548.36,$-1288.73
2017-12-30,$4535.09,$1699.27,$-1137.37
2017-12-29,$4678.07,$1858.06,$-1060.49
2017-12-28,$4191.07,$1512.34,$-1295.01
2017-12-27,$4036.68,$1356.18,$-1332.77
2017-12-26,$4055.15,$1291.57,$-1566.09
2017-12-25,$3907.61,$1220.86,$-1656.45
2017-12-24,$4501.39,$1570.27,$-1260.24
2017-12-23,$4613.02,$1737.34,$-1002.12
2017-12-22,$4800.74,$1915.13,$-829.64
2017-12-21,$4281.38,$1558.59,$-1199.0
2017-12-20,$4042.05,$1397.47,$-1309.07
2017-12-19,$4162.34,$1330.72,$-1417.27
2017-12-18,$4047.88,$1257.72,$-1580.59
2017-12-17,$4531.95,$1617.47,$-1097.42
2017-12-16,$4450.8,$1789.33,$-1008.86
2017-12-15,$4652.32,$1972.2,$-914.21
2017-12-14,$4301.62,$1604.85,$-1387.21
2017-12-13,$4299.97,$1438.77,$-1317.22
2017-12-12,$4149.66,$1369.88,$-1534.35
2017-12-11,$4062.6,$1294.57,$-1508.43
2017-12-10,$4381.89,$1665.47,$-1094.47
2017-12-09,$4621.4,$1843.11,$-1010.04
2017-12-08,$4719.43,$2032.21,$-829.17
2017-12-07,$4281.43,$1654.27,$-1114.44
2017-12-06,$4239.64,$1483.6,$-1403.17
2017-12-05,$4112.45,$1413.07,$-1152.71
2017-12-04,$4082.64,$1335.85,$-1395.74
2017-12-03,$4556.63,$1718.34,$-1412.42
2017-12-02,$4857.63,$1901.35,$-1094.67
2017-12-01,$4965.75,$2096.14,$-876.38
2017-11-30,$4835.51,$1706.07,$-1409.03
2017-11-29,$4339.77,$1529.86,$-1322.34
2017-11-28,$4196.49,$1456.92,$-1171.91
2017-11-27,$4359.43,$1377.13,$-1511.64
2017-11-26,$4723.49,$1771.2,$-1054.75
2017-11-25,$4673.5,$1959.59,$-931.04
2017-11-24,$5317.17,$2160.06,$-717.62
