ds,upper bound,forecast,lower bound
2019-06-28,$60367.67,$57320.06,$53127.58
2019-06-27,$49060.23,$46177.26,$42337.38
2019-06-26,$43731.78,$40935.87,$37237.72
2019-06-25,$41685.05,$38643.71,$34967.03
2019-06-24,$39009.01,$36067.4,$32696.99
2019-06-23,$49684.09,$46671.17,$43303.44
2019-06-22,$53704.51,$50716.86,$46902.2
2019-06-21,$57990.79,$55433.11,$51564.68
2019-06-20,$47346.58,$44649.95,$41220.69
2019-06-19,$42221.47,$39575.49,$35919.44
2019-06-18,$40077.41,$37353.38,$33720.22
2019-06-17,$37569.01,$34857.32,$31544.01
2019-06-16,$47737.88,$45097.79,$41633.5
2019-06-15,$51660.02,$48998.81,$45508.99
2019-06-14,$56297.65,$53546.17,$50011.14
2019-06-13,$45790.97,$43122.64,$39496.7
2019-06-12,$40983.66,$38215.11,$34912.54
2019-06-11,$38797.02,$36063.04,$32752.65
2019-06-10,$36132.11,$33647.24,$30339.51
2019-06-09,$45896.26,$43524.4,$40060.23
2019-06-08,$50025.55,$47280.77,$44059.06
2019-06-07,$54230.44,$51659.22,$48107.62
2019-06-06,$44169.96,$41595.32,$38043.69
2019-06-05,$39368.69,$36854.73,$33705.9
2019-06-04,$37284.67,$34772.71,$31569.28
2019-06-03,$35040.8,$32437.16,$29115.69
2019-06-02,$44293.96,$41951.02,$38740.28
2019-06-01,$47971.23,$45562.72,$42095.58
2019-05-31,$52263.16,$49772.28,$46435.52
2019-05-30,$42526.07,$40068.01,$36683.47
2019-05-29,$38110.78,$35494.34,$32301.1
2019-05-28,$35913.65,$33482.37,$30307.36
2019-05-27,$33600.34,$31227.07,$27993.72
2019-05-26,$42669.51,$40377.63,$37215.64
2019-05-25,$46317.75,$43844.67,$40536.45
2019-05-24,$50240.53,$47885.33,$44663.56
2019-05-23,$41015.87,$38540.7,$35328.55
2019-05-22,$36710.22,$34133.96,$30912.02
2019-05-21,$34684.77,$32192.04,$29161.26
2019-05-20,$32798.04,$30016.99,$26816.25
2019-05-19,$41427.37,$38804.24,$35610.56
2019-05-18,$44838.33,$42126.62,$38893.08
2019-05-17,$48425.28,$45998.39,$42748.81
2019-05-16,$39590.81,$37013.39,$33675.35
2019-05-15,$35325.73,$32773.58,$29614.58
2019-05-14,$33813.35,$30901.71,$27790.51
2019-05-13,$31401.66,$28806.91,$25497.35
2019-05-12,$39943.74,$37230.86,$34019.91
2019-05-11,$42815.73,$40408.57,$37048.46
2019-05-10,$46736.97,$44111.44,$40997.47
2019-05-09,$38192.36,$35486.07,$32248.75
2019-05-08,$33918.78,$31413.2,$28227.6
2019-05-07,$32208.72,$29611.37,$26577.48
2019-05-06,$30110.3,$27596.83,$24543.81
2019-05-05,$38224.42,$35657.47,$32409.12
2019-05-04,$41495.49,$38690.52,$35403.58
2019-05-03,$44631.99,$42224.5,$38970.03
2019-05-02,$36787.29,$33958.76,$30757.08
2019-05-01,$32620.89,$30052.82,$26680.05
2019-04-30,$31134.54,$28321.04,$25247.1
2019-04-29,$29026.23,$26386.75,$23213.87
2019-04-28,$36665.69,$34084.09,$30916.93
2019-04-27,$39538.49,$36972.47,$33711.06
2019-04-26,$42784.49,$40337.55,$37196.77
2019-04-25,$34982.61,$32431.45,$29286.99
2019-04-24,$31285.94,$28692.44,$25477.96
2019-04-23,$29536.05,$27030.7,$24089.93
2019-04-22,$27713.94,$25176.66,$21972.95
2019-04-21,$35379.17,$32510.7,$29410.98
2019-04-20,$37761.59,$35254.42,$32033.93
2019-04-19,$41011.78,$38450.61,$35268.32
2019-04-18,$33283.23,$30904.14,$27847.4
2019-04-17,$29905.41,$27332.06,$24336.01
2019-04-16,$28208.12,$25740.37,$22604.81
2019-04-15,$26622.34,$23966.58,$20908.17
2019-04-14,$33539.45,$30937.31,$28035.77
2019-04-13,$36045.34,$33536.37,$30539.88
2019-04-12,$39230.96,$36563.66,$33278.23
2019-04-11,$31897.18,$29376.82,$26155.16
2019-04-10,$28525.12,$25971.67,$22898.43
2019-04-09,$27084.39,$24450.04,$21394.16
2019-04-08,$25347.85,$22756.5,$19744.16
2019-04-07,$32087.1,$29363.93,$26216.78
2019-04-06,$34462.28,$31818.33,$28740.45
2019-04-05,$37146.86,$34676.72,$31433.5
2019-04-04,$30517.86,$27849.51,$24775.76
2019-04-03,$27159.64,$24611.29,$21682.46
2019-04-02,$25885.51,$23159.7,$20312.24
2019-04-01,$24217.56,$21546.42,$18624.15
2019-03-31,$30341.08,$27790.54,$24669.81
2019-03-30,$32585.21,$30100.28,$27009.82
2019-03-29,$35393.64,$32789.77,$29545.13
2019-03-28,$28979.15,$26322.2,$23272.5
2019-03-27,$25677.48,$23250.91,$20284.58
2019-03-26,$24692.41,$21869.37,$18969.79
2019-03-25,$23142.68,$20336.34,$17345.83
2019-03-24,$28648.94,$26217.16,$23004.82
2019-03-23,$30728.0,$28382.23,$25359.93
2019-03-22,$33714.32,$30902.83,$27631.01
2019-03-21,$27044.89,$24794.88,$21638.36
2019-03-20,$24598.81,$21890.53,$18874.18
2019-03-19,$23158.39,$20579.03,$17647.63
2019-03-18,$21676.94,$19126.25,$16127.29
2019-03-17,$27256.05,$24643.77,$21654.49
2019-03-16,$29090.41,$26664.18,$23454.14
2019-03-15,$31553.2,$29015.88,$26015.53
2019-03-14,$25928.23,$23267.57,$20144.28
2019-03-13,$23176.42,$20530.15,$17555.31
2019-03-12,$21938.13,$19288.7,$16247.11
2019-03-11,$20553.69,$17916.17,$14988.29
2019-03-10,$25787.89,$23070.39,$19824.26
2019-03-09,$27635.83,$24946.13,$21967.76
2019-03-08,$29816.45,$27128.94,$23948.08
2019-03-07,$24511.14,$21740.26,$18939.21
2019-03-06,$21838.45,$19169.77,$16379.71
2019-03-05,$20793.94,$17998.36,$15157.64
2019-03-04,$19508.1,$16706.09,$13830.93
2019-03-03,$24001.13,$21497.0,$18443.99
2019-03-02,$25780.13,$23228.08,$20141.57
2019-03-01,$27798.31,$25242.0,$22311.96
2019-02-28,$22851.46,$20212.95,$17030.8
2019-02-27,$20366.25,$17809.39,$14892.07
2019-02-26,$19344.51,$16708.03,$13653.54
2019-02-25,$18281.01,$15496.01,$12453.97
2019-02-24,$22662.64,$19923.61,$16863.07
2019-02-23,$24053.2,$21510.03,$18611.24
2019-02-22,$26134.92,$23355.05,$20177.01
2019-02-21,$21425.42,$18685.63,$15645.98
2019-02-20,$19160.92,$16449.0,$13784.1
2019-02-19,$17895.9,$15417.7,$12412.68
2019-02-18,$16837.26,$14285.93,$11320.01
2019-02-17,$21077.74,$18350.23,$15346.2
2019-02-16,$22547.44,$19791.98,$16929.21
2019-02-15,$24043.49,$21468.11,$18397.13
2019-02-14,$19952.59,$17158.32,$14304.16
2019-02-13,$17787.53,$15088.62,$12096.82
2019-02-12,$16657.81,$14127.36,$11321.23
2019-02-11,$16027.03,$13075.84,$10331.38
2019-02-10,$19489.05,$16776.84,$13824.88
2019-02-09,$20690.23,$18073.93,$15112.92
2019-02-08,$22346.76,$19581.16,$16693.96
2019-02-07,$18112.86,$15631.01,$12539.57
2019-02-06,$16404.6,$13728.24,$10764.34
2019-02-05,$15642.32,$12970.52,$10245.25
2019-02-04,$14893.81,$12116.14,$9235.7
2019-02-03,$18438.98,$15691.78,$12869.77
2019-02-02,$19885.48,$17066.84,$13849.97
2019-02-01,$21368.41,$18670.28,$15632.61
2019-01-31,$17770.73,$15051.74,$11990.84
2019-01-30,$15997.44,$13353.02,$10534.31
2019-01-29,$15495.21,$12614.62,$9835.62
2019-01-28,$14691.02,$11782.37,$9008.5
2019-01-27,$17938.82,$15257.81,$12204.66
2019-01-26,$19327.5,$16592.97,$13708.11
2019-01-25,$20768.98,$18149.82,$15075.66
2019-01-24,$17458.25,$14630.48,$11663.94
2019-01-23,$15635.61,$12977.8,$10012.64
2019-01-22,$15068.89,$12258.72,$9424.07
2019-01-21,$13912.88,$11448.61,$8513.76
2019-01-20,$17567.04,$14823.84,$11940.52
2019-01-19,$18795.93,$16120.97,$13218.69
2019-01-18,$20421.67,$17633.47,$14759.58
2019-01-17,$16921.63,$14214.19,$11374.41
2019-01-16,$15381.17,$12608.49,$9644.42
2019-01-15,$14948.03,$11909.83,$8962.95
2019-01-14,$13708.44,$11122.73,$8155.2
2019-01-13,$17218.86,$14401.83,$11550.53
2019-01-12,$18384.65,$15660.16,$12837.29
2019-01-11,$19732.57,$17127.36,$14140.04
2019-01-10,$16477.11,$13804.54,$10746.12
2019-01-09,$15035.44,$12243.62,$9251.13
2019-01-08,$14290.86,$11563.74,$8513.09
2019-01-07,$13513.04,$10798.17,$7692.96
2019-01-06,$16661.55,$13979.83,$10909.5
2019-01-05,$18002.05,$15199.36,$12177.32
2019-01-04,$19307.58,$16621.26,$13540.24
2019-01-03,$15866.6,$13394.9,$10670.87
2019-01-02,$14431.33,$11878.75,$8806.76
2019-01-01,$13955.21,$11379.63,$8425.43
2018-12-31,$13607.28,$10777.41,$7903.69
2018-12-30,$16990.31,$14150.35,$11309.42
2018-12-29,$18482.11,$15601.22,$12628.53
2018-12-28,$20142.36,$17299.49,$14216.17
2018-12-27,$16792.77,$14135.59,$11228.39
2018-12-26,$15518.38,$12709.26,$9824.85
2018-12-25,$14712.87,$12167.38,$9305.79
2018-12-24,$14217.31,$11516.17,$8609.19
2018-12-23,$17616.66,$15110.9,$12252.92
2018-12-22,$19382.18,$16650.09,$13668.73
2018-12-21,$21095.42,$18451.47,$15551.02
2018-12-20,$17941.37,$15068.02,$11998.55
2018-12-19,$16265.54,$13539.77,$10700.34
2018-12-18,$15546.69,$12955.13,$10033.34
2018-12-17,$14903.99,$12254.92,$9172.56
2018-12-16,$18695.98,$16071.45,$12949.05
2018-12-15,$20284.13,$17605.71,$14650.16
2018-12-14,$22081.28,$19398.64,$16406.37
2018-12-13,$18515.35,$15751.78,$12654.42
2018-12-12,$16978.35,$14074.96,$11274.26
2018-12-11,$16340.54,$13392.74,$10561.31
2018-12-10,$15165.98,$12599.64,$9854.8
2018-12-09,$19119.8,$16434.28,$13481.25
2018-12-08,$20541.31,$18001.91,$15003.14
2018-12-07,$22584.98,$19833.78,$16725.82
2018-12-06,$18811.73,$16103.98,$13019.37
2018-12-05,$17115.52,$14388.68,$11451.31
2018-12-04,$16419.11,$13690.3,$10768.79
2018-12-03,$15617.11,$12878.7,$10067.32
2018-12-02,$19378.27,$16797.11,$13675.34
2018-12-01,$20786.89,$18398.1,$15281.44
2018-11-30,$22834.08,$20268.92,$17254.19
2018-11-29,$18909.29,$16456.19,$13429.51
2018-11-28,$17468.19,$14702.39,$11681.9
2018-11-27,$16544.43,$13887.52,$10835.63
2018-11-26,$15896.8,$12969.56,$9946.15
2018-11-25,$19432.13,$16792.91,$13823.85
2018-11-24,$21030.11,$18259.92,$15060.98
2018-11-23,$22776.03,$19970.42,$17006.41
2018-11-22,$18774.27,$16095.82,$13248.05
2018-11-21,$17009.58,$14275.63,$11235.25
2018-11-20,$16089.78,$13482.74,$10530.78
2018-11-19,$15458.93,$12589.95,$9726.13
2018-11-18,$18817.73,$16299.33,$13431.89
2018-11-17,$20489.99,$17720.95,$14880.44
2018-11-16,$21931.07,$19378.48,$16382.99
2018-11-15,$18323.21,$15616.7,$12691.7
2018-11-14,$16550.84,$13848.87,$10991.05
2018-11-13,$15796.86,$13077.95,$10354.18
2018-11-12,$14879.31,$12210.34,$9366.23
2018-11-11,$18501.0,$15805.75,$12920.5
2018-11-10,$19899.52,$17190.03,$14229.98
2018-11-09,$21689.09,$18804.18,$15847.48
2018-11-08,$17773.89,$15159.0,$12227.18
2018-11-07,$16123.27,$13447.55,$10468.46
2018-11-06,$15382.96,$12703.33,$9658.47
2018-11-05,$14590.87,$11864.68,$8965.17
2018-11-04,$18032.99,$15363.67,$12568.7
2018-11-03,$19534.73,$16707.3,$13777.88
2018-11-02,$20855.19,$18274.0,$15217.67
2018-11-01,$17596.21,$14729.86,$11763.75
2018-10-31,$15672.33,$13065.32,$10182.11
2018-10-30,$14988.63,$12340.78,$9611.01
2018-10-29,$14211.0,$11524.68,$8631.9
2018-10-28,$17477.48,$14921.59,$12027.39
2018-10-27,$19005.14,$16224.57,$13253.64
2018-10-26,$20583.58,$17743.82,$14639.88
2018-10-25,$17005.61,$14300.73,$11366.75
2018-10-24,$15565.93,$12683.09,$9786.22
2018-10-23,$15004.28,$11977.44,$9177.45
2018-10-22,$13868.63,$11183.19,$8204.8
2018-10-21,$17243.93,$14476.61,$11251.19
2018-10-20,$18317.83,$15737.62,$12655.71
2018-10-19,$19862.22,$17207.84,$14335.23
2018-10-18,$16496.1,$13865.96,$10867.94
2018-10-17,$14976.05,$12295.01,$9177.29
2018-10-16,$14131.54,$11609.34,$8601.37
2018-10-15,$13580.76,$10837.98,$7782.95
2018-10-14,$16695.82,$14027.76,$11145.87
2018-10-13,$18021.65,$15247.5,$12207.37
2018-10-12,$19530.14,$16669.54,$13556.59
2018-10-11,$16098.72,$13430.25,$10639.61
2018-10-10,$14413.6,$11906.92,$8961.03
2018-10-09,$13998.84,$11241.24,$8282.59
2018-10-08,$13224.69,$10492.77,$7672.01
2018-10-07,$16282.08,$13578.91,$10725.63
2018-10-06,$17660.56,$14759.74,$11854.9
2018-10-05,$18770.07,$16136.41,$13106.56
2018-10-04,$15619.45,$13000.83,$10133.87
2018-10-03,$14115.52,$11526.29,$8347.02
2018-10-02,$13442.15,$10881.98,$7876.32
2018-10-01,$12766.59,$10157.52,$6945.32
2018-09-30,$15899.04,$13145.15,$10092.94
2018-09-29,$16984.73,$14286.1,$11278.74
2018-09-28,$18246.4,$15616.21,$12489.86
2018-09-27,$15359.36,$12579.77,$9600.78
2018-09-26,$14049.61,$11151.26,$8144.44
2018-09-25,$13187.47,$10526.25,$7732.1
2018-09-24,$12469.08,$9823.91,$6884.63
2018-09-23,$15502.31,$12711.39,$9987.51
2018-09-22,$16474.42,$13812.46,$10783.21
2018-09-21,$17950.2,$15096.0,$11881.11
2018-09-20,$14808.68,$12158.71,$9233.56
2018-09-19,$13326.4,$10776.22,$7650.15
2018-09-18,$12752.74,$10167.64,$7177.03
2018-09-17,$12284.72,$9484.9,$6569.68
2018-09-16,$15074.2,$12267.08,$9251.7
2018-09-15,$16074.86,$13323.46,$10416.23
2018-09-14,$17256.87,$14554.72,$11395.91
2018-09-13,$14575.41,$11717.17,$8593.66
2018-09-12,$12765.6,$10379.9,$7400.77
2018-09-11,$12702.54,$9791.73,$6943.05
2018-09-10,$11906.18,$9132.37,$6280.3
2018-09-09,$14689.46,$11808.71,$8774.48
2018-09-08,$15438.22,$12822.94,$9779.91
2018-09-07,$16761.79,$14004.99,$10869.54
2018-09-06,$13993.4,$11272.22,$8220.73
2018-09-05,$12638.17,$9983.58,$7101.55
2018-09-04,$12340.92,$9415.82,$6517.87
2018-09-03,$11403.07,$8779.84,$5931.12
2018-09-02,$14104.9,$11350.33,$8414.66
2018-09-01,$14837.73,$12312.95,$9343.94
2018-08-31,$16274.16,$13434.47,$10583.14
2018-08-30,$13640.6,$10802.02,$8007.68
2018-08-29,$12088.54,$9557.27,$6548.08
2018-08-28,$11695.61,$9004.34,$6073.82
2018-08-27,$11150.77,$8387.29,$5664.38
2018-08-26,$13515.47,$10831.25,$8010.3
2018-08-25,$14416.7,$11746.15,$8786.21
2018-08-24,$15569.49,$12811.94,$9818.88
2018-08-23,$13100.49,$10298.14,$7417.63
2018-08-22,$11942.63,$9108.46,$6260.97
2018-08-21,$11285.25,$8578.65,$5861.89
2018-08-20,$10668.17,$7988.07,$5124.57
2018-08-19,$13147.29,$10312.18,$7341.26
2018-08-18,$13803.82,$11179.35,$8229.17
2018-08-17,$14890.73,$12189.42,$9270.65
2018-08-16,$12693.33,$9794.26,$6932.25
2018-08-15,$11311.79,$8659.66,$5770.11
2018-08-14,$10806.11,$8148.33,$5271.56
2018-08-13,$10293.11,$7580.19,$4504.09
2018-08-12,$12458.11,$9776.2,$6981.42
2018-08-11,$13380.62,$10587.95,$7778.99
2018-08-10,$14346.16,$11533.13,$8725.57
2018-08-09,$12106.29,$9257.58,$6313.99
2018-08-08,$10896.29,$8176.77,$5207.03
2018-08-07,$10326.33,$7690.31,$4930.37
2018-08-06,$9839.27,$7150.65,$4087.03
2018-08-05,$11936.08,$9217.71,$6104.94
2018-08-04,$12716.76,$9978.1,$7134.07
2018-08-03,$13443.34,$10863.33,$7917.48
2018-08-02,$11364.31,$8715.44,$5700.43
2018-08-01,$10173.23,$7693.89,$4804.21
2018-07-31,$9977.32,$7232.29,$4436.63
2018-07-30,$9683.09,$6721.11,$3988.93
2018-07-29,$11460.23,$8659.21,$5769.71
2018-07-28,$12058.88,$9373.89,$6492.14
2018-07-27,$12950.32,$10205.91,$7380.41
2018-07-26,$10941.89,$8188.33,$5171.35
2018-07-25,$9982.76,$7228.85,$4028.91
2018-07-24,$9473.06,$6795.43,$4074.97
2018-07-23,$8786.04,$6315.39,$3422.04
2018-07-22,$10837.1,$8136.84,$5223.15
2018-07-21,$11676.26,$8803.49,$5784.68
2018-07-20,$12540.76,$9579.43,$6575.96
2018-07-19,$10313.3,$7681.25,$4677.4
2018-07-18,$9775.76,$6777.19,$3976.41
2018-07-17,$9043.61,$6367.03,$3501.96
2018-07-16,$8619.06,$5913.64,$3088.86
2018-07-15,$10483.52,$7614.47,$4703.05
2018-07-14,$11007.53,$8233.08,$5515.22
2018-07-13,$11616.27,$8952.95,$5995.91
2018-07-12,$9994.33,$7174.17,$4356.52
2018-07-11,$9355.49,$6325.53,$3570.63
2018-07-10,$8589.94,$5953.35,$2936.32
2018-07-09,$8210.41,$5539.49,$2769.94
2018-07-08,$9708.8,$7145.95,$4092.84
2018-07-07,$10397.55,$7741.09,$4603.53
2018-07-06,$11121.65,$8434.12,$5377.33
2018-07-05,$9579.71,$6771.65,$3750.37
2018-07-04,$8874.96,$5982.53,$3134.98
2018-07-03,$8265.37,$5628.0,$2769.03
2018-07-02,$8100.81,$5234.38,$2551.87
2018-07-01,$9476.32,$6749.23,$3912.63
2018-06-30,$9918.66,$7307.9,$4398.25
2018-06-29,$10799.61,$7958.35,$5166.39
2018-06-28,$9238.88,$6386.56,$3547.04
2018-06-27,$8342.41,$5639.52,$2802.23
2018-06-26,$8247.77,$5302.66,$2326.7
2018-06-25,$7620.83,$4929.28,$1946.13
2018-06-24,$9387.69,$6352.52,$3319.73
2018-06-23,$9717.73,$6899.19,$4071.37
2018-06-22,$10256.09,$7536.35,$4656.93
2018-06-21,$8841.54,$6066.74,$3045.39
2018-06-20,$8088.06,$5374.05,$2570.54
2018-06-19,$7914.92,$5069.24,$2186.52
2018-06-18,$7604.33,$4727.61,$1824.34
2018-06-17,$8896.01,$6112.73,$3259.95
2018-06-16,$9240.84,$6637.35,$3854.76
2018-06-15,$10069.77,$7248.76,$4285.26
2018-06-14,$8516.81,$5833.97,$3138.62
2018-06-13,$7833.39,$5166.72,$2237.16
2018-06-12,$7496.58,$4872.58,$1983.31
2018-06-11,$7163.04,$4543.19,$1593.85
2018-06-10,$8367.67,$5872.94,$2937.9
2018-06-09,$9101.96,$6375.51,$3520.75
2018-06-08,$9898.69,$6961.18,$3909.5
2018-06-07,$8588.83,$5601.2,$2661.26
2018-06-06,$7753.07,$4959.39,$2096.4
2018-06-05,$7390.54,$4690.11,$1818.28
2018-06-04,$7000.79,$4385.36,$1426.32
2018-06-03,$8448.01,$5685.01,$2841.1
2018-06-02,$8869.14,$6189.18,$3398.52
2018-06-01,$9450.7,$6777.27,$3859.36
2018-05-31,$8343.61,$5469.12,$2546.82
2018-05-30,$7681.6,$4856.69,$1856.57
2018-05-29,$7283.32,$4592.7,$1826.05
2018-05-28,$7092.91,$4294.01,$1518.48
2018-05-27,$8517.65,$5566.23,$2769.34
2018-05-26,$8876.0,$6059.48,$3255.15
2018-05-25,$9575.53,$6634.82,$3872.17
2018-05-24,$8126.83,$5353.82,$2463.82
2018-05-23,$7564.79,$4753.99,$1874.78
2018-05-22,$7213.73,$4495.29,$1780.03
2018-05-21,$7218.7,$4202.66,$1428.45
2018-05-20,$8078.86,$5447.45,$2555.95
2018-05-19,$8635.32,$5929.75,$3072.14
2018-05-18,$9271.25,$6492.31,$3487.52
2018-05-17,$8032.89,$5238.44,$2575.25
2018-05-16,$7467.72,$4651.2,$1850.77
2018-05-15,$7183.02,$4397.76,$1410.72
2018-05-14,$6799.38,$4111.17,$1271.12
2018-05-13,$7872.39,$5328.48,$2638.87
2018-05-12,$8610.71,$5799.84,$2747.37
2018-05-11,$9126.05,$6349.62,$3501.86
2018-05-10,$7825.43,$5122.95,$2140.17
2018-05-09,$7305.29,$4548.33,$1646.65
2018-05-08,$6959.82,$4300.19,$1703.89
2018-05-07,$6833.62,$4019.67,$1095.82
2018-05-06,$8134.78,$5209.5,$2253.77
2018-05-05,$8468.39,$5669.92,$2704.96
2018-05-04,$8950.69,$6206.93,$3481.57
2018-05-03,$7816.22,$5007.46,$2110.87
2018-05-02,$7183.91,$4445.46,$1580.83
2018-05-01,$7051.43,$4188.86,$1407.0
2018-04-30,$6450.17,$3902.35,$1061.38
2018-04-29,$7803.86,$5040.18,$2144.26
2018-04-28,$8395.97,$5466.7,$2525.53
2018-04-27,$8761.68,$5963.6,$3235.08
2018-04-26,$7575.11,$4794.21,$1773.45
2018-04-25,$7019.93,$4241.01,$1577.05
2018-04-24,$6622.25,$3994.94,$1025.15
2018-04-23,$6525.59,$3720.49,$926.98
2018-04-22,$7488.34,$4803.72,$1938.72
2018-04-21,$7752.4,$5208.5,$2316.61
2018-04-20,$8339.07,$5680.02,$2937.95
2018-04-19,$7267.23,$4564.68,$1732.3
2018-04-18,$6918.58,$4036.56,$1162.59
2018-04-17,$6404.42,$3801.02,$852.15
2018-04-16,$6158.0,$3538.63,$553.69
2018-04-15,$7433.39,$4567.26,$1652.01
2018-04-14,$7839.4,$4926.88,$2143.96
2018-04-13,$8158.21,$5344.99,$2508.12
2018-04-12,$7030.03,$4272.68,$1309.92
2018-04-11,$6425.4,$3757.94,$1015.78
2018-04-10,$6306.96,$3519.15,$705.65
2018-04-09,$6014.79,$3257.8,$531.39
2018-04-08,$6918.56,$4180.66,$1356.9
2018-04-07,$7244.81,$4504.74,$1588.12
2018-04-06,$7668.51,$4881.35,$1946.56
2018-04-05,$6536.51,$3897.41,$1036.24
2018-04-04,$6148.81,$3423.68,$531.52
2018-04-03,$5918.25,$3202.1,$412.84
2018-04-02,$5668.82,$2960.47,$256.6
2018-04-01,$6732.3,$3794.07,$1019.17
2018-03-31,$7013.93,$4082.6,$1247.03
2018-03-30,$7217.05,$4417.71,$1594.84
2018-03-29,$6157.22,$3522.13,$830.65
2018-03-28,$5786.74,$3089.42,$273.33
2018-03-27,$5698.76,$2896.55,$-136.67
2018-03-26,$5703.95,$2684.7,$-112.81
2018-03-25,$6157.34,$3449.52,$503.3
2018-03-24,$6478.28,$3721.68,$879.57
2018-03-23,$6708.17,$4038.12,$1177.16
2018-03-22,$6144.14,$3228.49,$378.56
2018-03-21,$5498.93,$2839.99,$-2.46
2018-03-20,$5636.04,$2659.96,$-253.75
2018-03-19,$4989.94,$2462.83,$-442.95
2018-03-18,$6066.92,$3161.03,$355.15
2018-03-17,$6297.55,$3406.67,$708.24
2018-03-16,$6537.3,$3692.14,$827.27
2018-03-15,$5591.57,$2948.45,$174.63
2018-03-14,$5322.21,$2590.56,$-309.93
2018-03-13,$5165.12,$2423.38,$-424.45
2018-03-12,$5181.2,$2240.96,$-510.56
2018-03-11,$5610.58,$2872.55,$269.38
2018-03-10,$5976.92,$3103.23,$263.31
2018-03-09,$6199.02,$3371.58,$749.08
2018-03-08,$5544.64,$2699.28,$-14.84
2018-03-07,$5241.33,$2377.78,$-493.2
2018-03-06,$4929.57,$2230.24,$-546.21
2018-03-05,$4924.52,$2067.98,$-801.45
2018-03-04,$5138.88,$2658.24,$-250.81
2018-03-03,$5762.94,$2869.22,$-35.95
2018-03-02,$5769.64,$3114.57,$382.45
2018-03-01,$5241.24,$2491.24,$-364.96
2018-02-28,$4946.4,$2192.49,$-608.86
2018-02-27,$4533.92,$2054.49,$-806.52
2018-02-26,$4691.31,$1903.16,$-918.4
2018-02-25,$5144.6,$2443.93,$-304.09
2018-02-24,$5507.07,$2635.21,$5.45
2018-02-23,$5474.45,$2857.55,$88.24
2018-02-22,$5304.25,$2283.21,$-554.02
2018-02-21,$4921.42,$2007.19,$-670.06
2018-02-20,$4843.69,$1884.4,$-971.54
2018-02-19,$4541.93,$1748.97,$-1057.79
2018-02-18,$5006.24,$2250.36,$-449.79
2018-02-17,$5221.86,$2431.38,$-431.35
2018-02-16,$5808.31,$2641.97,$58.0
2018-02-15,$4981.97,$2115.43,$-767.61
2018-02-14,$4494.37,$1863.72,$-955.48
